PScore_6052,Weight_6052,MatchId,Id,锘縄D,text,patchSetNum,changeId,createTime,commitTime,timeDiff,reviewStatus,fileNum,churn,authorNum,comments,patchsetCounts,Overall,Text
0.356997736,1,750,47,47,,5,426,2016/10/13 21:43,2016/10/21 17:41,187,2,5,36,2,4,7,1,
0.420445108,1,793,48,48,,4,426,2016/10/13 21:43,2016/10/18 21:40,119,2,3,12,3,5,7,1,
0.408129615,1,3627,49,49,,2,459,2016/11/4 9:46,2016/11/4 13:25,3,2,1,6,3,5,2,0,
0.380938934,1,3629,50,50,,1,459,2016/11/4 9:46,2016/11/4 9:49,0,2,1,4,3,4,2,0,
0.576417431,1,12930,51,51,,5,464,2016/8/30 20:31,2016/9/2 14:10,65,2,2,32,5,8,5,0,
0.388141604,1,13512,52,52,,4,465,2016/8/30 13:53,2016/9/2 12:39,70,2,2,12,3,4,5,0,
0.388170662,1,14163,53,53,,5,472,2016/10/31 8:59,2016/11/3 7:16,70,2,3,14,3,4,5,0,
0.415531051,1,55,54,54,,3,472,2016/10/31 8:59,2016/10/31 17:05,8,2,3,16,3,5,5,0,
0.415531051,1,54,55,55,,3,472,2016/10/31 8:59,2016/10/31 17:05,8,2,3,16,3,5,5,1,
0.37871088,1,145,56,56,,1,472,2016/10/31 8:59,2016/10/31 9:27,0,2,3,16,2,5,5,1,
0.443262268,1,30,57,57,,1,473,2016/11/2 11:33,2016/11/3 16:02,28,2,1,1,4,5,1,0,
0.376344709,1,155,58,58,,3,503,2016/11/3 10:43,2016/11/3 10:43,0,2,3,49,2,5,4,1,
0.425406388,1,13613,59,59,,8,577,2016/10/20 21:03,2016/10/29 13:41,208,2,3,136,3,5,9,0,
0.425403198,1,254,60,60,,3,577,2016/10/20 21:03,2016/10/22 18:07,45,2,3,123,3,5,9,1,
0.463360733,1,2858,61,61,,1,577,2016/10/20 21:03,2016/10/20 21:03,0,2,3,57,4,5,9,0,
0.397833559,1,386,62,62,,5,577,2016/10/20 21:03,2016/10/27 12:38,159,2,3,114,3,4,9,1,
0.405693854,1,430,63,63,,1,592,2016/10/31 5:16,2016/10/31 7:42,2,2,1,15,3,5,1,1,
0.471539978,1,2859,64,64,,1,596,2016/10/27 20:58,2016/10/28 14:05,17,2,1,110,4,6,1,0,
0.466703768,1,66,65,65,,1,618,2016/10/26 15:33,2016/10/26 15:33,0,2,3,263,3,7,3,1,
0.466703768,1,65,66,66,,1,618,2016/10/26 15:33,2016/10/26 15:33,0,2,3,263,3,7,3,0,
0.390604497,1,14078,67,67,,3,631,2016/9/24 16:50,2016/9/24 17:02,0,2,4,28,3,4,6,0,
0.374000192,1,159,68,68,,1,650,2016/10/28 14:54,2016/10/28 14:57,0,2,2,269,2,5,3,1,
0.396128601,1,161,69,69,,1,651,2016/10/28 16:33,2016/10/28 16:34,0,2,2,85,2,6,1,1,
0.243304285,0,,70,70,,2,655,2016/10/27 16:31,2016/10/28 16:12,23,2,3,14,1,1,2,0,
0.47657881,1,7459,71,71,,3,666,2016/10/27 20:58,2016/10/27 22:03,1,2,1,116,4,6,3,0,
0.641836358,1,73,72,72,,1,668,2016/9/21 12:48,2016/9/21 12:48,0,2,47,1353,4,11,13,1,
0.641836358,1,72,73,73,,1,668,2016/9/21 12:48,2016/9/21 12:48,0,2,47,1353,4,11,13,0,
0.641836358,1,76,74,74,,1,668,2016/9/21 12:48,2016/9/21 12:48,0,2,47,1353,4,11,13,1,
0.641836358,1,1013,75,75,,1,668,2016/9/21 12:48,2016/9/21 12:48,0,2,47,1353,4,11,13,1,
0.641836358,1,74,76,76,,1,668,2016/9/21 12:48,2016/9/21 12:48,0,2,47,1353,4,11,13,0,
0.321252147,1,15998,77,77,,13,668,2016/9/21 12:48,2016/10/27 6:08,857,2,56,1397,2,2,13,0,
0.321252147,1,15999,78,78,,13,668,2016/9/21 12:48,2016/10/27 6:08,857,2,56,1397,2,2,13,0,
0.47403546,1,12835,79,79,,2,675,2016/10/27 12:19,2016/10/27 12:24,0,2,1,20,4,6,2,0,
0.471513965,1,1910,80,80,,1,680,2016/10/22 18:06,2016/10/25 11:29,65,2,1,6,4,6,1,1,
0.413049363,1,13205,81,81,,1,684,2016/10/26 8:35,2016/10/26 8:55,0,2,2,11,3,5,4,0,
0.466584656,1,1949,82,82,,1,701,2016/10/18 14:30,2016/10/18 14:30,0,2,1,26,3,7,3,1,
0.29795816,1,4588,83,83,,3,701,2016/10/18 14:30,2016/10/26 11:13,188,2,1,24,2,2,3,1,
0.29795816,1,4590,84,84,,3,701,2016/10/18 14:30,2016/10/26 11:13,188,2,1,24,2,2,3,1,
0.53341866,1,86,85,85,,2,701,2016/10/18 14:30,2016/10/25 14:36,168,2,1,24,4,8,3,0,
0.53341866,1,85,86,86,,2,701,2016/10/18 14:30,2016/10/25 14:36,168,2,1,24,4,8,3,1,
0.32018893,1,16000,87,87,,1,702,2016/10/26 11:15,2016/10/26 12:18,1,2,3,161,2,3,2,0,
0.484114602,1,13090,88,88,,5,703,2016/10/13 9:10,2016/10/15 9:33,48,2,1,1,4,6,6,0,
0.363774229,1,306,89,89,,6,703,2016/10/13 9:10,2016/10/26 12:14,315,2,1,1,3,3,6,1,
0.443455187,1,330,90,90,,1,706,2016/10/17 3:49,2016/10/17 3:53,0,2,4,31,3,6,5,1,
0.443455187,1,378,91,91,,1,706,2016/10/17 3:49,2016/10/17 3:53,0,2,4,31,3,6,5,1,
0.249077351,1,422,92,92,,5,706,2016/10/20 11:26,2016/10/26 9:20,141,2,9,95,1,1,5,1,
0.243259975,1,1378,93,93,,2,707,2016/10/26 6:57,2016/10/26 8:49,1,2,1,14,1,1,2,1,
0.458352735,1,13638,94,94,,7,746,2016/10/14 10:13,2016/10/20 16:25,150,2,3,105,4,5,7,0,
0.481497342,1,13035,95,95,,1,749,2016/10/19 22:58,2016/10/19 23:16,0,2,1,12,5,5,1,0,
0.484017563,1,13091,96,96,,2,752,2016/10/21 13:02,2016/10/21 13:32,0,2,1,3,5,5,2,0,
0.510016981,1,13934,97,97,,1,753,2016/10/18 21:53,2016/10/24 8:39,130,2,3,29,5,6,1,0,
0.474032206,1,3171,98,98,,1,757,2016/10/24 12:46,2016/10/24 12:46,0,2,1,7,4,6,2,0,
0.243258682,1,5027,99,99,,2,757,2016/10/24 12:46,2016/10/25 7:40,18,2,1,7,1,1,2,1,
0.324542942,1,5092,100,100,,4,758,2016/9/23 1:59,2016/10/25 7:14,773,2,2,10,2,3,4,1,
0.450954216,1,102,101,101,,4,774,2016/10/14 13:37,2016/10/16 4:01,38,2,4,60,3,6,8,1,
0.450954216,1,101,102,102,,4,774,2016/10/14 13:37,2016/10/16 4:01,38,2,4,60,3,6,8,0,
0.395332341,1,14536,103,103,,6,774,2016/10/14 13:37,2016/10/24 3:35,229,2,1,5,3,4,8,0,
0.474034459,1,3105,104,104,,2,781,2016/10/15 15:36,2016/10/16 10:46,19,2,1,16,4,6,2,1,
0.322309166,1,3134,105,105,,3,783,2016/10/21 13:53,2016/10/21 17:49,3,2,1,24,2,3,3,1,
0.438471463,1,13709,106,106,,2,784,2016/10/14 15:34,2016/10/15 15:43,24,2,4,18,3,6,3,0,
0.438471463,1,13710,107,107,,2,784,2016/10/14 15:34,2016/10/15 15:43,24,2,4,18,3,6,3,0,
0.324870828,1,16001,108,108,,3,785,2016/10/7 15:20,2016/10/13 5:24,134,2,14,61,2,3,4,0,
0.388146133,1,3147,109,109,,3,786,2016/10/12 8:41,2016/10/20 11:42,195,2,2,31,3,4,5,1,
0.474182761,1,13281,110,110,,2,789,2016/10/21 10:27,2016/10/21 13:28,3,2,5,129,4,6,2,0,
0.40851438,1,3177,111,111,,1,829,2016/10/19 9:29,2016/10/19 9:29,0,2,14,34,3,5,2,1,
0.446150387,1,13036,112,112,,2,829,2016/10/23 10:56,2016/10/23 10:56,0,2,14,30,4,5,2,0,
0.413020186,1,13210,113,113,,2,841,2016/10/18 21:36,2016/10/21 17:41,68,2,1,11,3,5,4,0,
0.479115585,1,115,114,114,,3,841,2016/10/18 21:36,2016/10/22 15:22,89,2,2,61,4,6,4,0,
0.479115585,1,114,115,115,,3,841,2016/10/18 21:36,2016/10/22 15:22,89,2,2,61,4,6,4,1,
0.435944373,1,162,116,116,,2,847,2016/10/21 1:01,2016/10/21 8:59,7,2,2,90,3,6,2,1,
0.481544929,1,118,117,117,,1,851,2016/10/13 10:55,2016/10/18 9:06,118,2,2,82,5,5,1,0,
0.481544929,1,117,118,118,,1,851,2016/10/13 10:55,2016/10/18 9:06,118,2,2,82,5,5,1,1,
0.297956901,1,9570,119,119,,2,864,2016/10/15 2:59,2016/10/15 3:01,0,2,1,18,2,2,3,1,
0.482327762,1,13498,120,120,,1,917,2016/9/10 16:38,2016/9/11 10:30,17,2,25,59,4,6,5,0,
0.591923499,1,122,121,121,,2,928,2016/10/13 19:52,2016/10/14 13:41,17,2,3,10,4,10,4,1,
0.591923499,1,121,122,122,,2,928,2016/10/13 19:52,2016/10/14 13:41,17,2,3,10,4,10,4,0,
0.535988359,1,124,123,123,,1,928,2016/10/13 19:52,2016/10/13 19:52,0,2,3,10,4,8,4,0,
0.535988359,1,123,124,124,,1,928,2016/10/13 19:52,2016/10/13 19:52,0,2,3,10,4,8,4,1,
0.26882632,1,198,125,125,,4,928,2016/10/13 19:52,2016/10/19 8:44,132,2,3,13,1,2,4,1,
0.60155367,1,127,126,126,,3,928,2016/10/13 19:52,2016/10/18 13:33,113,2,3,13,5,9,4,0,
0.60155367,1,126,127,127,,3,928,2016/10/13 19:52,2016/10/18 13:33,113,2,3,13,5,9,4,1,
0.60155367,1,12891,128,128,,3,928,2016/10/13 19:52,2016/10/18 13:33,113,2,3,13,5,9,4,0,
0.247344644,0,,129,129,,4,944,2016/10/17 19:32,2016/10/18 21:41,26,2,6,1268,1,1,4,0,
0.441329386,1,165,130,130,,1,944,2016/10/17 19:32,2016/10/17 19:32,0,2,6,1270,3,6,4,1,
0.536392168,1,12757,131,131,,3,944,2016/10/17 19:32,2016/10/18 17:05,21,2,6,1268,4,8,4,0,
0.536392168,1,12758,132,132,,3,944,2016/10/17 19:32,2016/10/18 17:05,21,2,6,1268,4,8,4,0,
0.727401122,1,12481,133,133,,1,961,2016/10/5 9:32,2016/10/5 9:32,0,2,2760,321,6,10,1,0,
0.352226886,1,32,134,134,,1,968,2016/10/5 21:09,2016/10/10 13:03,111,2,3,25,3,3,1,0,
0.415375069,1,13211,135,135,,1,976,2016/10/6 8:56,2016/10/10 13:37,100,2,1,5,4,4,1,0,
0.352168307,1,2861,136,136,,1,977,2016/9/28 15:29,2016/10/5 6:09,158,2,1,9,3,3,1,0,
0.415526807,1,174,137,137,,1,985,2016/5/18 13:50,2016/10/13 10:44,3548,2,6,28,4,4,1,1,
0.408168143,1,573,138,138,,1,1004,2016/10/15 14:21,2016/10/16 7:13,16,2,2,45,3,5,2,1,
0.408168143,1,13242,139,139,,1,1004,2016/10/15 14:21,2016/10/16 7:13,16,2,2,45,3,5,2,0,
0.538625589,1,12759,140,140,,1,1011,2016/10/16 17:27,2016/10/16 17:27,0,2,10,64,5,7,1,0,
0.538625589,1,12954,141,141,,1,1011,2016/10/16 17:27,2016/10/16 17:27,0,2,10,64,5,7,1,0,
0.505072847,1,14638,142,142,,3,1012,2016/10/16 3:25,2016/10/16 10:14,6,2,3,61,4,7,3,0,
0.376309867,1,577,143,143,,2,1040,2016/10/12 19:41,2016/10/12 20:23,0,2,2,21,2,5,4,1,
0.376309867,1,33,144,144,,2,1040,2016/10/12 19:41,2016/10/12 20:23,0,2,2,21,2,5,4,0,
0.376309867,1,56,145,145,,2,1040,2016/10/12 19:41,2016/10/12 20:23,0,2,2,21,2,5,4,0,
0.324545362,0,,146,146,,4,1040,2016/10/12 19:41,2016/10/16 18:42,95,2,2,21,2,3,4,0,
0.443478842,1,584,147,147,,1,1086,2016/10/14 9:19,2016/10/14 9:19,0,2,8,36,4,5,1,1,
0.322335015,1,662,148,148,,3,1112,2016/10/12 19:41,2016/10/14 15:26,43,2,2,22,2,3,3,1,
0.322335015,1,663,149,149,,2,1112,2016/10/12 19:41,2016/10/14 15:09,43,2,2,22,2,3,3,1,
0.499955857,1,676,150,150,,1,1118,2016/9/20 6:04,2016/10/14 15:46,585,2,1,37,4,7,1,1,
0.499948078,1,13092,151,151,,1,1121,2016/10/14 14:26,2016/10/14 14:26,0,2,1,6,4,7,1,0,
0.420288853,1,13465,152,152,,3,1127,2016/8/19 19:59,2016/10/14 6:43,1330,2,1,2,4,4,3,0,
0.571440139,1,15602,153,153,,1,1127,2016/8/19 19:59,2016/8/19 19:59,0,2,1,2,5,8,3,0,
0.571440139,1,15636,154,154,,1,1127,2016/8/19 19:59,2016/8/19 19:59,0,2,1,2,5,8,3,0,
0.373962827,1,58,155,155,,2,1129,2016/10/11 20:07,2016/10/14 8:32,60,2,2,110,2,5,3,0,
0.359201308,1,873,156,156,,1,1130,2016/9/15 16:10,2016/9/15 16:10,0,2,1,2,2,4,8,1,
0.500075302,1,158,157,157,,3,1146,2016/9/25 8:49,2016/9/25 22:10,13,2,2,4,3,8,5,0,
0.500075302,1,157,158,158,,3,1146,2016/9/25 8:49,2016/9/25 22:10,13,2,2,4,3,8,5,1,
0.378753131,1,68,159,159,,5,1156,2016/9/7 18:10,2016/10/13 18:26,864,2,4,75,2,5,5,0,
0.275368604,1,218,160,160,,3,1157,2016/9/28 14:34,2016/9/29 14:31,23,2,3,2730,1,2,7,1,
0.393632833,1,69,161,161,,6,1157,2016/9/28 14:34,2016/10/6 14:13,191,2,2,2861,3,4,7,0,
0.44552695,1,116,162,162,,4,1159,2016/9/15 11:39,2016/9/20 7:34,115,2,2,8630,3,6,5,0,
0.378652833,1,2396,163,163,,1,1159,2016/9/15 11:39,2016/9/15 11:39,0,2,1,10,2,5,5,1,
0.511100337,1,3551,164,164,,5,1159,2016/9/15 11:39,2016/10/5 12:21,480,2,2,4079,4,7,5,0,
0.443263507,1,130,165,165,,1,1160,2016/10/12 4:44,2016/10/12 4:44,0,2,1,6,4,5,1,0,
0.410579614,1,2418,166,166,,1,1161,2016/9/20 6:04,2016/9/20 6:04,0,2,1,37,3,5,3,1,
0.38811064,1,13614,167,167,,1,1164,2016/9/21 15:00,2016/9/21 15:00,0,2,1,2,3,4,5,0,
0.270766867,1,3724,168,168,,2,1164,2016/9/21 15:00,2016/9/22 5:51,14,2,1,2,1,2,5,1,
0.512478782,1,13212,169,169,,1,1185,2016/10/2 1:07,2016/10/11 21:20,236,2,1,20,5,6,2,0,
0.295848532,1,7265,170,170,,2,1185,2016/10/2 1:07,2016/10/13 5:22,268,2,1,20,2,2,2,1,
0.295848532,1,1904,171,171,,2,1185,2016/10/2 1:07,2016/10/13 5:22,268,2,1,20,2,2,2,1,
0.243261084,1,4796,172,172,,2,1187,2016/10/2 1:07,2016/10/4 3:49,50,2,1,20,1,1,2,1,
0.371549069,1,5029,173,173,,1,1204,2016/10/11 16:26,2016/10/11 16:26,0,2,1,9,2,5,2,1,
0.410576456,1,137,174,174,,1,1213,2016/10/12 12:13,2016/10/12 12:13,0,2,1,24,3,5,3,0,
0.345378587,1,1196,175,175,,1,1223,2016/10/11 12:53,2016/10/11 14:03,1,2,1,30,2,4,2,1,
0.243283608,0,,176,176,,2,1224,2016/10/12 8:58,2016/10/12 9:17,0,2,2,22,1,1,2,0,
0.476463646,1,1234,177,177,,3,1229,2016/8/4 8:44,2016/8/9 7:18,118,2,7,1276,3,6,18,1,
